conversation_id,customer_tweet_id,brand_tweet_id,customer_message,brand_response,created_at,source_tweet_ids
conv_493271,493272,493274,"@AmazonHelp Have done that. But what’s the point, have raised it before but no one does anything???",@232601 Kindly share your details via the above link. We'll check this for you. ^SG,Fri Dec 01 17:48:17 +0000 2017,493272;493274
conv_493316,493316,493315,@AmazonHelp so if I pay for 1 day shipping it’s just cool for you guys to scam me out of my money and send it regular shipping gg,@232607 We never want you to feel misguided when you shop with us. Have we missed the estimated delivery date given in your e-mail? Please let us know! We're here to help! ^FD,Fri Dec 01 17:29:24 +0000 2017,493316;493315
conv_493356,493355,493353,"@AmazonHelp I spoke with an agent already, it is confirmed from the agent it will be delivered today i hope if it is not will be very upset. It will be the second time that’s happened in this week. So i hope i get it today or i will be another amazon customer canceling the prime benefits.",@232619 We do want to make sure you receive your order! Please let us know if you don't receive your order by 8PM. ^DD,Fri Dec 01 17:24:30 +0000 2017,493355;493353
conv_493361,493361,493360,@AmazonHelp for past one ticket I was asked to provide#aadhar card details . Now I would to remove that details from your servers and all documents related to it due to raising privacy concerns. Is that possible ? If so how,"@195347 We seek Aadhar information as authentication is a must for any investigation. Aadhar card is preferred since it’s the most ubiquitous ID, we also accept other Govt approved IDs such as passport or pan card. We are committed to secure all our customer’s data. ^MD",Fri Dec 01 17:04:08 +0000 2017,493361;493360
conv_493365,493365,493364,@115850 your app and msite not working. Says can't connect to Amazon server. Error CS2. Please check,"@219959 I have checked and see that app is working issue. If you still face any issues, kindly connect with us here: https://t.co/rS49hgaADF. ^VH",Fri Dec 01 16:57:47 +0000 2017,493365;493364
conv_493377,493377,493373,What is the purpose of specifying a commercial address if @115830 will respond by telling you they deliver until 9pm ARE YOU GUYS REALLY THAT STUPID?,@232624 Our shippers recognise commercial addresses and will deliver parcels earlier than to residential addresses. Please confirm the latest tracking and carrier information here: https://t.co/0RVuLpDUGI We're happy to help you in any way possible.  ^SE,Fri Dec 01 17:16:59 +0000 2017,493377;493373
conv_493398,493399,493401,@AmazonHelp Rescheduled through XPO I'm currently trying to see where my tv is cause yesterday they had no idea,@232628 Thank you CHristophher!  Keep us in the loop and let us know what XPO says. ^DJ,Fri Dec 01 17:42:51 +0000 2017,493399;493401
conv_493412,493413,493414,@AmazonHelp No I have asked them to but they say they are investigating and have redirected my order and was promised it would arrive yesterday still nothing.  Bn told and assured it will b here tomorrow but I have little faith now.,"@232629 Thank you for letting us know, we aim to have this order with you as advised. ^BD",Sun Dec 03 09:33:49 +0000 2017,493413;493414
conv_493425,493426,493428,@AmazonHelp Both orders say shipped with Amazon shipping and I have a tracking reference that starts with Q,@232632 Please let us know if the order doesn't arrive as promised. Thank you ^AP,Fri Dec 01 18:23:00 +0000 2017,493426;493428
conv_493443,493443,493441,@AmazonHelp is that cashback on paying thuru amazon balance still going on?,"@232634 I understand that you're concerned about the cashback. Upon checking I see that the promotion is no longer available. However, you can look out for other offers on our home page here: https://t.co/OZq4AM6Oyo. ^BV",Fri Dec 01 16:54:44 +0000 2017,493443;493441
conv_493456,493456,493455,Erm  @115830 my paint delivered today has a bit of a leak (just opened box) #oopsy #leakypaint https://t.co/dKMOtkLukk,@232636 Oh no! I'm sorry the paint is leaking. Have you looked into your return options here: https://t.co/tMGW45N1u1? ^KB,Fri Dec 01 17:14:07 +0000 2017,493456;493455
conv_493462,493462,493461,@115821 wtf kind of packaging is this? How am I supposed to wrap this and present it to someone?? https://t.co/8yobF1lRW2,@232638 I am so sorry that the item arrived in this condition! You can review return/replacement options here: https://t.co/RwkiSAe0re ^JO,Fri Dec 01 17:14:01 +0000 2017,493462;493461
conv_493481,493481,493480,"This is 
What i ordered Vs What i got

Is this anyhow possible ? @115850 https://t.co/dHqGMGaOaK",@232641 We apologize for the miss. Kindly report this to our support team here: https://t.co/rS49hgaADF and we'll assist you accordingly. ^VH,Fri Dec 01 16:53:32 +0000 2017,493481;493480
conv_493488,493487,493486,@AmazonHelp You guys told me to contact you if my package doesn't arrive by Friday.  This is insane.  The date of delivery has been changed three times now.  I'm getting very frustrated. What's the point in paying for prime if I don't revieve the benefits? https://t.co/4uKPlXlGsy,@232643 We'd like to take a closer look into the delivery. Please contact us here: https://t.co/hApLpMlfHN ^LI,Fri Dec 01 17:16:11 +0000 2017,493487;493486
conv_493500,493501,493502,"@AmazonHelp Not a single email or message in my inbox. 

The tracking page updated with this, but it's a bit of a joke as it's already dispatched. Can only assume it vanished. Bit bad considering I had Prime when I ordered it. https://t.co/63XMMPjSBN",@232644 So sorry to see a delay has occurred and thank you for sharing this information! Please let us know if you haven't received your order by the new dates provided. ^KJ,Fri Dec 01 20:14:32 +0000 2017,493501;493502
conv_493509,493509,493508,"@119356 My Order with Tracking ID 216278212094 has been ""delivered"" as per Amazon.in but I'm clueless about the whereabouts of the parcel. Help ?",@232646 I'm sorry about the conflicting scan codes. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you accordingly. ^GD,Fri Dec 01 16:50:24 +0000 2017,493509;493508
conv_493511,493511,493510,@AmazonHelp  I need help can I send a dm,@232647 Sure! So long as you follow our page you can send us a DM. ^AP,Fri Dec 01 17:14:28 +0000 2017,493511;493510
conv_494117,494118,494120,"@AmazonHelp Phone call ended with yet another .. wait 2-4 working days, and yet again I will get phone call on Thursday.. item was never delivered, said handed to reception. It was my Home, So smell Bull on that. It was a prime item. Sold by OmnyJ","@232820 Thank you for keeping us in the loop. I'd like a member of my team to escalate this for you. At your earliest convenience, please send us more detail about this order here: https://t.co/0FKkh9V0SL ^DW",Fri Dec 01 17:37:50 +0000 2017,494118;494120
conv_494126,494127,494128,@AmazonHelp No I wasn’t!!!! Sort it out,@232821 We want our team to investigate this further with you. Please reach out to us using this secure link: https://t.co/eYVVJqyqAG ^GR,Fri Dec 01 17:46:49 +0000 2017,494127;494128
conv_494808,494809,494810,@AmazonHelp I have spoken to your colleague they can’t get through to the delivery service and they apparently stop all deliveries by 6pm,@199654 We want our team to investigate this further with you. Please reach out to us using this secure link: https://t.co/mm2B6xzCsa ^GR,Fri Dec 01 18:26:38 +0000 2017,494809;494810
conv_494812,494814,494815,@AmazonHelp Did it come up?,"@199654 I'm so sorry Laura, but we still haven't received it. Are you getting any sort of error message when you submit the form? ^EA",Fri Dec 01 19:28:11 +0000 2017,494814;494815
conv_494874,494875,494877,@AmazonHelp well my amazon music is unlimited and on the alexa app it wont show it .only see if i want a 30 day trial.,"@220362 Ah, okay, Stephen! It sounds like the Alexa app may not be connected to your Amazon account. We'd be happy to help you set this up! Please reach out here: https://t.co/JzP7hlA23B via phone or chat and we can take a closer look together. ^MT",Fri Dec 01 17:56:43 +0000 2017,494875;494877
conv_494902,494900,494898,@AmazonHelp Thanks for the tweet but it's not really a problem - just been waiting all day for it to arrive and typically it comes right at the last minute. I'm just impatient 😁,@233024 I completely understand! Keep us posted once your item arrives! ^BN,Fri Dec 01 17:47:07 +0000 2017,494900;494898
conv_494925,494924,494923,"@AmazonHelp Its useless it just takes to connect to customer care on automated response, seems ur not interested in solving problem, is it amazon policy to as id on Home delivery, kindly specify?","@233029 Apologies for the trouble, please share your details on the link here: https://t.co/GIJyeY99fq and I'll get back to you soon. ^PS",Wed Nov 22 05:37:11 +0000 2017,494924;494923
conv_494931,494931,494930,"#amazonindia #mha its very strange when its no where written in amazin india site to show id proof there agents &amp; courier asking for it, are they involved in id theft?",@233029 We'd like to understand this better. Please connect with us using this link here: https://t.co/00q4Sqj9zL and we'll have this checked. ^KA,Sat Nov 18 07:10:21 +0000 2017,494931;494930
conv_494949,494949,494948,@115830 second day waiting for a delivery that was supposedly delivered yesterday and then rude staff - Not good,"@233033 Hi! I'm sorry for the experience with our representative. Reach out to us again by phone or chat here: https://t.co/JzP7hlA23B We want to help with your parcel issue, and look into what happened with your previous contact. Let us know if you need anything! ^DA",Fri Dec 01 17:25:40 +0000 2017,494949;494948
conv_494956,494956,494955,@AmazonHelp RM Tracking shows parcel delivered but postie and me state nothing was posted or received! What is happening? How can this happen? #SoftwareBug #SystemBackDoor #NeverHappenedBefore,"@233035 I'm sorry you haven't received your parcel, Angus! Have you tried these tips for locating missing parcels scanned as delivered: https://t.co/9QDRfh5JKR ? ^TH",Fri Dec 01 17:41:42 +0000 2017,494956;494955
conv_494996,494993,494991,@AmazonHelp Thanks again. My daughter gifted the doll to a local hospital https://t.co/hm2ungVlNm,@192633 It warms our hearts that your daughter is so giving. We would love to give her something in return. Please fill out your information here and we will be in touch: https://t.co/tkLCr7DNil ^BD,Fri Dec 01 16:47:03 +0000 2017,494993;494991
conv_495828,495828,495827,@AmazonHelp why send an email saying it will be delivered before 8pm then descide at 5pm that because it’s a business address you can’t deliver after 5pm?,@233268 I'm sorry you're having trouble receiving your parcel. Have you been provided with an updated delivery date? ^AP,Fri Dec 01 18:11:26 +0000 2017,495828;495827
conv_495845,495843,495841,@AmazonHelp i already did,@125706 I'm sorry to hear that! Have you provided all details needed in the form? ^HC,Fri Dec 01 18:20:59 +0000 2017,495843;495841
conv_495870,495871,495872,@AmazonHelp so this is good for me,@231112 Please reach out to us using the link mentioned earlier and we'll look into this. ^MK,Fri Dec 01 18:31:12 +0000 2017,495871;495872
conv_495882,495882,495881,Dear @115830 &amp; @69194. Could you advise what numerical digit or symbol this is please? I looked for a ⚡️ house but couldn’t find one. #amazonfail https://t.co/TL73j92QKM,@233278 Hi Jon!  I'm so sorry about that!  Please reach out to us here  https://t.co/JzP7hlA23B so one of our agents can see if we have any additional information in the system to assist.  Thank you! ^WB,Fri Dec 01 18:11:33 +0000 2017,495882;495881
conv_495885,495885,495883,@115830 @AmazonHelp Can someone on my Amazon Household get Prime Reading? Or only the main account holder?,@233279 Hi Rik. Prime Reading is currently only available for customers with a U.S. country of residence.,Fri Dec 01 17:57:41 +0000 2017,495885;495883
conv_495928,495928,495926,@22755 @115821 has cancelled orders for the hotas one...what is going on with this?  Incredibly frustrating!,@233289 We are sorry for the inconvenience of a cancelled order. Did you receive an email advising of the reason for the cancellation of the order? ^LM,Fri Dec 01 18:10:59 +0000 2017,495928;495926
conv_495938,495939,495941,"@AmazonHelp At first I was escalated to the Gift Card team, who then responded by telling me it was a store purchased gift card (it wasn’t) and to return to the store. When I advised them of this they said communication needed to come from email address of purchaser,even though it was a gift","@233291 Is the purchaser able to get in contact with us, in order to resolve this matter? ^AP",Fri Dec 01 18:18:42 +0000 2017,495939;495941
conv_495945,495946,495948,@AmazonHelp The app notified me of the failure. Said it should be attempted tomorrow?,@233293 Thanks for letting us know. Please keep us updated on the delivery tomorrow. Orders should arrive by 21:00. ^LI,Fri Dec 01 18:23:50 +0000 2017,495946;495948
conv_495950,495951,495953,@AmazonHelp Is there an email I can contact?,"@233294 You can contact us by phone, chat, or e-mail here: https://t.co/hApLpMlfHN I hope this helps! ^ZW",Fri Dec 01 19:22:16 +0000 2017,495951;495953
conv_495981,495981,495979,@AmazonHelp been in all day waiting for the guaranteed delivery of my week old order. Prime? Waste of time more like.,"@233302 Sorry for the wait, Adrian! Packages are delivered through 8PM. Just to be sure, have we missed the delivery date in the confirmation e-mail? You can check that here:  https://t.co/vPE5afcqC3 ​PLease let us know. We'd like to help! ^SM",Fri Dec 01 17:59:31 +0000 2017,495981;495979
conv_495984,495984,495983,"Auf Amazon: Lieferbar in 5 Tagen. Auf Amazon Prime now: Lieferbar in 2h. Zumindest ein Hinweis darauf wär doch ne Idee, oder? @116316",@233303 Der Warenbestand von Prime Now Artikeln wird gesondert gelagert und ist nur über die App aufrufbar. Deine Idee gebe ich aber gerne weiter! ^LN,Fri Dec 01 17:39:19 +0000 2017,495984;495983
conv_495986,495986,495985,@115821 don't think I need to type anything aside from this picture.  Says it was delivered by you not UPS https://t.co/pZnxgHtCRt,"@233304 Hello Caitlin, we're very sorry that your packages were delivered in this fashion. We would like a member of our team to look into this further with you. If you could fill out this form here: https://t.co/fdLxFrAXgL we will reach out to you to assist further. ^TE",Fri Dec 01 17:48:29 +0000 2017,495986;495985
conv_496005,496006,496008,"@AmazonHelp It was all the movies in my queue. It's working now. It was a Silverlight issue I think, which is weird because Netflix was working fine","@233309 Well, I'm happy that you are able to watch your movies now. Let us know if you have this issue again. Have fun watching your movie! ^DA",Fri Dec 01 18:36:07 +0000 2017,496006;496008
conv_496793,496793,496791,ngl if ontrac doesn't deliver my package today or it says it's delivered and it's not here i'm demanding a refund from amazon and just going to fred meyer and getting a copy,@233533 We're here to help! What does current tracking information reveal? You can check here: https://t.co/x1yfrigHkx  ^SE,Fri Dec 01 17:58:37 +0000 2017,496793;496791
conv_497239,497238,497237,@AmazonHelp yes. and the service has been garbage.,@137595 Oh no! Why was it garbage? What options did they offer you? ^SP,Fri Dec 01 18:36:53 +0000 2017,497238;497237
conv_497240,497240,497239,now @115821 tells me there are no more tracking updates because the package must be lost ... but yesterday they told me it would be at my door step in a new hours... 🤔 someone lying. #worstserviceever,@137595 So sorry to hear about the issues with your shipment! Have you already contacted us today to check into the shipment?  https://t.co/Q7Ftz6nj80 ^GS,Fri Dec 01 18:26:53 +0000 2017,497240;497239
conv_497255,497257,497261,@AmazonHelp It is eligible for prime and it says its going to arrive 12/8,"@233664 Thank you for that information Randy. Prime Shipping refers to the transit time after your order ships, not after the order is placed. We always aim to meet the delivery date provided during checkout and in your order confirmation e-mail.  ^CH",Fri Dec 01 19:00:53 +0000 2017,497257;497261
conv_497295,497296,497298,@AmazonHelp Already shared all my details and the issue is running from last 2 months &amp; at last ur team raised hands throwing the fault to my side that I had opened it outside. Don't fool any more it's enough. Customers also having some brain .don't try to fool them.,"@127186 I'm sorry for the stretch, Venky. Request you to reply to the same email for further assistance. ^MK",Fri Dec 01 18:40:29 +0000 2017,497296;497298
conv_497297,497300,498515,"@233674 @115850 @4449 @115821 @348 @22823 @233675 @22824 If u have any faith towards customers, ask ur team to replace the device or help me claiming the warranty. Else it's clear that u Amazon is a fraud site where customer gets refurbished devices on the name of brand new. Will also aware all my colleagues about how I am cheated by u","@127186 They're the right ones to approach for assistance on the issue. If they denied honoring the warranty, kindly help us with a warranty/service denial certificate so that we can look into this and assist you accordingly. Appreciate your understanding. ^NR 3/3",Fri Dec 01 18:47:15 +0000 2017,497300;498515
conv_497306,497306,497304,I appreciate the fast shipment @115821 but you really could downsize on the shipping boxes lol. A poster and a trunk net didn't need a box this big ☺. cc: @AmazonHelp https://t.co/Md3QdgKsim,"@233677 We’re always looking to improve, and would be very happy to accept your packaging feedback here: https://t.co/TH7UAFZey5 ^BV",Fri Dec 01 18:31:21 +0000 2017,497306;497304
conv_497308,497308,497307,@AmazonHelp how come you don’t actually deliver next day on prime anymore? Even though you “guarantee” you will. I can’t remember the last order I got that wasn’t delayed and it’s happening again 👎🏻,"@233678 Sorry to hear this, Bob! Some orders may require extra processing time. Have we missed a delivery date provided at checkout? ^MW",Fri Dec 01 18:29:58 +0000 2017,497308;497307
conv_103002,497318,497316,@115830 really not sure what's happened to your delivery service. I'm sat here still without the stuff I ordered on Wednesday. It's a present for a colleague that I'm supposed to be giving in an hour. If you can't deliver next day successfully don't offer it as a service! #livid,"@138653 I can respect your frustration, my apologies to both you and your colleague.  When you placed the order on Wednesday, what was the delivery date provided for that order.  You can also find that in the order details from here:   https://t.co/aaDyEz1VgE ^CH",Fri Dec 01 18:21:06 +0000 2017,497318;497316
conv_497323,497323,497321,"@115830 @AmazonHelp delivery of a photo frame arrived broken yesterday after being left squashed in my recycling bin. 2nd one delivered today, old one not taken. New item smashed glass, again. Seriously one annoyed customer.",@233680 Oh no! I'm sorry for the troubles with your deliveries. We would like to look into this further for you. Please reach out to us here: https://t.co/JzP7hlA23B. ^AL,Fri Dec 01 18:31:28 +0000 2017,497323;497321
conv_497368,497368,497367,"Horrible delivery and customer service by @115850
Purchased a product on sale, they cancelled without informing me. Refunded. Had to order again at a higher price, they cancelled again! Called their CS, lied that it'll be delivered. Was Not!
Cheats! Frauds @AmazonHelp @119356","@233688 I’m sorry about this experience with your order. I’d like to assist you, please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RW",Wed Nov 29 03:35:34 +0000 2017,497368;497367
conv_498361,498361,498359,@115830 @115821 Ruining Christmas for children this year with their stupid advert!!!!!,@233968 I'm so sorry for the trouble! You can change your advert preference here: https://t.co/gxkEZWNidB ^LR,Fri Dec 01 19:08:26 +0000 2017,498361;498359
conv_498364,498363,498362,"@AmazonHelp I ordered items on Wednesday evening and PAID EXTRA for 1 day shipping. Not only did the items not come Thursday. At 9:30 this morning the app said the items were delivered, though they were not actually delivered until after noon. Delivery issues are a pattern.",@233969 I'm terribly sorry to hear your delivery arrived late! Please reach out to us here: https://t.co/hApLpMlfHN so we may provide feedback to the carrier. ^RO,Fri Dec 01 19:08:26 +0000 2017,498363;498362
conv_498369,498370,498371,@AmazonHelp After much discussion he said he'd provide me with a promotional code as the item had increased in price a lot since I bought it so that I could order a new one. He also said he'd help with another order where I used amazon locker to return an item a week ago and the tracker isnt,@136281 Promotional credits can take up to 24 hours to apply to an account Bradley! We appreciate your patience in that regard. If you don't see the credit added to your account within that time please let us know! ^JD,Fri Dec 01 23:43:04 +0000 2017,498370;498371
conv_498394,498394,498392,"Colis @120533 ouvert, un produit volé... Le voleur a eu la bonté de me laisser mon livre ! https://t.co/9z7PNUv9zc","@233973 Bonsoir, je suis désolé d'apprendre cela. Avez-vous contacté notre service client afin de vous proposer une solution ? ^ME",Fri Dec 01 19:01:42 +0000 2017,498394;498392
conv_498399,498399,498397,@AmazonHelp Bought an item last week; it’s on sale today. I’m being told I to ship back the other one and repurchase… really?!?,"@233974 Hello! I'm sorry for the inconvenience, but since we do not price match, that method is the only way to get the sale price. Take care, David! ^DA",Fri Dec 01 18:55:28 +0000 2017,498399;498397
conv_498406,498406,498407,Terrible packing job by @115821 on my Xenoblade Chronicles 2 COLLECTOR’S EDITION. Notable scuffs on the large box for it. What the heck?! https://t.co/V87GZQhQTn,@233977 I'm very sorry to see your order arrived in this condition! We'd like to forward your feedback and look at the available options for the order. Please reach out to us here: https://t.co/hApLpMlfHN ^TH,Fri Dec 01 18:58:35 +0000 2017,498406;498407
conv_498438,498439,498441,"@AmazonHelp Just arrived,is this th quality of packaging you expect. Late delivery aside , ITS BEEN OPENED. https://t.co/PMpPFFaPZQ",@233983 I'm so sorry for the condition of your delivery. Please give us a chance to investigate this and check out our options by following the link provided: https://t.co/JzP7hlA23B   ^FJ,Sat Dec 02 12:38:32 +0000 2017,498439;498441
conv_498479,498479,498478,@AmazonHelp Currently trying to return a £7.99 book to you and there are no options to do so that don't cost me £3.99 which is absolutely appalling? AS IF it costs £4 to send something back?!?!,"@233994 Hi Gemma! Please reach out to us by phone or chat here, so that we can help process the return for you: https://t.co/6M6lsBkYC2​   ^SE",Fri Dec 01 18:58:28 +0000 2017,498479;498478
conv_498495,498495,498494,"I love that you can track @115830 drivers via the website or in the app.

However, I was in line behind two other people at 4PM and the driver is apparently sat outside the property in his invisible vehicle 😂

I think there’s a problem hun.",@233998 Oh no! Were you awaiting your package while this happened? ^GP,Fri Dec 01 18:50:46 +0000 2017,498495;498494
conv_498509,498508,498506,"@AmazonHelp Yes, they sent me a return label after they said they were unable to process a replacement and I said I wasn't comfortable sending a broken ceramic through the post in case someone was injured. They have issued a refund now, but said it was an exception",@234000 Please be sure to leave feedback in the survey at the bottom of the e-mail sent after speaking with us. Once completed these are sent to management for review to help with coaching opportunities. ^EP,Fri Dec 01 18:53:35 +0000 2017,498508;498506
conv_498520,498521,498522,@AmazonHelp The last item was sold by a 3rd party seller and Fullfilled by Amazon. But in the past I've also had issues with items sold by Amazon as well.,"@233978 We appreciate the information. When you've spoken to us via phone or chat, have we reached out to either Landmark or Purolator to inquire about a reason for the delivery woes? ^TE",Fri Dec 01 19:17:43 +0000 2017,498521;498522
conv_498551,498551,498550,"@115830. You have got to be joking. You failed a prime delivery on 26, 27, 28, 29, 30 Nov.  Reordered 1 Dec for delivery 02 Dec NOW delayed for another 2 days UNACCEPTABLE sort it out","@234008 I'm really sorry your parcel has been delayed! If not received by tomorrow, please reach us directly via phone or chat so we can look into available options for you: https://t.co/qy3J24VGxb ^BV",Fri Dec 01 18:37:54 +0000 2017,498551;498550
conv_499888,499888,499887,@117795 since when did my prime free 2 day shipping become 5 day shipping? Major reason why I pay for prime. unhappy customer 😡,"@234403 Did we miss the delivery date in the confirmation e-mail? You can check here: https://t.co/POGPbgQWNI

Two-Day Shipping refers to transit time, in business days, once shipped. Details can be found here: https://t.co/is5XqrMSKJ ^BH",Fri Dec 01 19:19:36 +0000 2017,499888;499887
conv_499983,499983,499981,@115830 must be the only fucking company that can deliver a parcel on Thursday then on Friday say they can’t find your address with the second parcel #uselessfuckingcunts,"@234421 Oh no, Chris! I'm sorry for the troubles with your delivery. We'd be glad to look into this with you! Please contact us here: https://t.co/JzP7hlA23B ^AB",Fri Dec 01 19:16:38 +0000 2017,499983;499981
conv_500722,500722,500720,@AmazonHelp trying to find a way to contact you due an item missing from a parcel no luck though!,@234610 Oh no! I'm sorry an item wasn't included in your recent order! You can phone or chat with us here and we'll look into available options with you: https://t.co/JzP7hlA23B ^BN,Fri Dec 01 19:51:00 +0000 2017,500722;500720
conv_500754,500755,500756,"@AmazonHelp I have sent an email - I am disappointed that I have been lied to, it makes a mockery of paying for Prime membership.","@234618 Hello, Gavin I apologize for the trouble! We don't have access to your account via Twitter. We'd like to look into this with you further. Please contact us directly here: https://t.co/JzP7hlRCV9 ^MO",Sat Dec 02 10:30:07 +0000 2017,500755;500756
conv_500758,500759,500761,@AmazonHelp Truly appalling level of service #Amazon #DPD,"@234618 I can understand how frustrating this is, Gavin. Have you been able to reach out to us via phone or chat? This will warrant the fastest response and assistance. ^DW",Sun Dec 03 21:38:52 +0000 2017,500759;500761
conv_500770,500770,500768,Doubtful my advent calendar is going to arrive on time as @115830 have just 19 mins left for me to 'open the door' https://t.co/naHXTaolBy,@234619 Hey there! Please keep us posted on the arrival of your calendar and let us know if it hasn't been delivered by 21:00 tonight. ^DW,Fri Dec 01 19:42:28 +0000 2017,500770;500768
conv_500847,500846,500844,@AmazonHelp It was an Amazon Prime membership mistakenly taken from my account. Got the money from the charges back but since I had to pay interest on my credit card from those charges I am still out of pocket,@234636 We'd like to see how we can assist with this. Please reach out to us here: https://t.co/JzP7hlA23B ^GP,Sat Nov 25 14:10:24 +0000 2017,500846;500844
conv_502411,502411,502410,@115821 what’s with you leaving your packages on the sidewalk? no wonder i’m missing a package from my wedding registry 🤦🏻‍♀️ https://t.co/Z3KcGxN98e,@235029 Oh no!  I'm sorry to see your delivery experience has been less-than-stellar. We'd like to look into this further with you.  Could you reach out and provide additional details on the link here: https://t.co/iOLXzCFc2r? We're here to help! ^AZ,Fri Dec 01 19:51:21 +0000 2017,502411;502410
conv_502437,502437,502436,tbh @115821 prime is useless until they handle their own shipping and can actually what I ordered to me in two days.,"@235035 I'm sorry for the wait! If your orders are arriving later than promised, we'd like to take a closer look at what's going on and assist you directly via phone or chat here: https://t.co/hApLpMlfHN ^JR",Fri Dec 01 20:02:51 +0000 2017,502437;502436
conv_502448,502448,502447,@AmazonHelp any chance in a refund for paying next day delivery? It’s not arrived,"@235037 Hey Rory! No reason to worry, we delivery until 8pm! Let us know if it doesn't arrive by then! ^LS",Fri Dec 01 19:54:10 +0000 2017,502448;502447
conv_502465,502466,502467,@AmazonHelp I’ve already emailed the seller too,@235041 You've taken the right steps in contacting the seller to request an update. Please let us know what information and options they are able to provide. We're here for you if you need us! ^CS,Fri Dec 01 20:25:54 +0000 2017,502466;502467
conv_502502,502502,502501,I guess @115821 ran out of small boxes 🤣 https://t.co/WJjVkTWRrv,@235050 We're always looking for ways to improve! Please leave us with your Packaging Feedback here: https://t.co/MUPehTYzRV ^AC,Fri Dec 01 19:40:03 +0000 2017,502502;502501
conv_502505,502505,502503,"@115821 and @115817 fail! Order delivers today using prime. Tracking says delivered yet not at our house, mailbox or any neighbor. Good thing I used prime to guarantee my item for when I need it!",@235051 I'm sorry your order can't be found! Have you tried the tips listed here: https://t.co/mU9xl5wXsV? ^JO,Fri Dec 01 19:58:09 +0000 2017,502505;502503
conv_502530,502530,502528,"@115830 

I have a problem to shipp my order up to date, and these practices are far from Amazon.

Amazon is a place that has earned our confidence over the years, not to make offers.

order number:
 206-1511282-9332343","@235055 Hi, Ahmed! We're unable to view your order or account details via Twitter, but we're here to help! Could you please let us know what's going on? ^RB",Fri Dec 01 19:58:13 +0000 2017,502530;502528
conv_502536,502536,502535,"Depuis deux mois c'est environ 80% des colis @120533
C'est fini l'époque ou on recevait les colis dans les temps, même en livraison prioritaire... Prime ne veut plus rien dire https://t.co/tGKUWjot3D","@235056 Bonjour, Je suis désolé pour cela, avez-vous signalé ce retard à notre service ?
^YL",Fri Dec 01 19:50:48 +0000 2017,502536;502535
conv_503382,503383,503385,"@AmazonHelp I called you guys a dozen times this week. The replacements sent don't get delivered and they end up refunding me my money. You guys need to scrap Amazon Logistics and send my packages through UPS, FedEx or USPS","@235300 I'm so sorry for this frustrating experience, Viktor. This is never our intention. I'd like to have a member of our team look into this personally. Please provide your details here and we'll be in touch: https://t.co/msVapV4kLI https://t.co/rOwvYuOGjg ^HS",Fri Dec 01 21:03:11 +0000 2017,503383;503385
conv_503449,503449,503448,Me dijo la app de @116875 que intentaron entregar mi paquete y que no hubo quien lo recibiera... estoy junto a la puerta y jamás vino nadie 😭💔 y mañana no voy a estar. Por qué?!! 😭😭😭,"@145522 ¡Hola, Wendy! Lamentamos las molestias ocasionadas, ¿el producto es vendido y enviado por Amazon o por un vendedor externo que utiliza nuestra plataforma? ^LC",Fri Dec 01 20:27:10 +0000 2017,503449;503448
conv_503464,503464,503462,"Two deliveries failed to turn up today, and not a single notification or reason given. Both out for delivery, but never showed. Such poor service. Not cool, @AmazonHelp. Not cool at all.","@235316 I'm so sorry for the wait, Matthew! If you don't mind, may we ask what your current tracking information shows in your account here: https://t.co/aaDyEz1VgE ? ^BG",Fri Dec 01 20:12:39 +0000 2017,503464;503462
conv_503476,503476,503474,Two delayed packages from @115821 this week and their customer support is a joke. One of the packages is needed to be delivered today for an early Christmas gift for this Sunday.,"@235321 I'm sorry your packages are late, Cory! When you spoke with us, what was advised? Were we able to offer any options? ^LB",Fri Dec 01 20:19:57 +0000 2017,503476;503474
conv_503526,503526,503524,"Thanks, @115850 for your support and gesture. As per your tagline, you guys are making most customer centric company and I can say you have did it 98%. Needs to improve on some aspects but you are most customer centric company as per my experience.",@235331 Thank you so much for you kind words. We'll surely work on your feedback to provide a 100% service that you expect. :) ^SG,Fri Dec 01 20:09:37 +0000 2017,503526;503524
conv_503530,503530,503528,"@115830 hi, an item I ordered has not been delivered to me. It says it was delivered on the 22nd of November. I have emailed the seller to tell them. Please advise on what I have to do so I can get the same item but delivered this time. Thank you :)","@235332 I'm sorry to hear your order hasn't arrived! If the seller hasn't responded within two-business days of reaching out to them, we may want to look into filing an A-to-z Claim. Please get in touch: https://t.co/JzP7hlA23B so we can review the best course of action. ^EZ",Fri Dec 01 20:14:14 +0000 2017,503530;503528
conv_503532,503532,503531,I notice this pattern with @115821 drivers. I saw them dropping my $1500 camera lenses on concrete floor and tossing packages. I reported once to amazon.  https://t.co/GfK5y031SZ,"@235333 We'd like a member of our team to look into this with you! Please fill in the details here: https://t.co/4A2Av5PmM6 and we will be in touch, Swapnil! ^MT",Fri Dec 01 20:17:23 +0000 2017,503532;503531
